population,response,percentage
cd8_t_cell,yes,19.3110
cd8_t_cell,yes,30.0119
cd8_t_cell,yes,34.6704
cd8_t_cell,yes,30.9602
cd8_t_cell,yes,19.8428
cd8_t_cell,yes,22.2714
cd8_t_cell,yes,32.3101
cd8_t_cell,yes,22.7921
cd8_t_cell,yes,16.7740
cd8_t_cell,yes,24.4927
cd8_t_cell,yes,21.4199
cd8_t_cell,yes,21.5795
cd8_t_cell,yes,28.0305
cd8_t_cell,yes,18.7598
cd8_t_cell,yes,23.2801
cd8_t_cell,yes,27.0506
cd8_t_cell,yes,24.4175
cd8_t_cell,yes,21.4329
cd8_t_cell,yes,27.9553
cd8_t_cell,yes,25.6719
cd8_t_cell,no,26.2192
cd8_t_cell,no,19.2484
cd8_t_cell,no,24.7140
cd8_t_cell,no,31.3669
cd8_t_cell,no,13.7202
cd8_t_cell,no,29.0140
cd8_t_cell,no,34.7878
cd8_t_cell,no,19.8434
cd8_t_cell,no,22.0297
cd8_t_cell,no,28.3080
cd8_t_cell,no,27.5925
cd8_t_cell,no,20.1752
cd8_t_cell,no,20.3032
cd8_t_cell,no,30.1676
cd8_t_cell,no,26.2959
cd8_t_cell,no,26.2554
cd8_t_cell,no,25.9315
cd8_t_cell,no,31.8598
cd8_t_cell,no,26.0752
cd8_t_cell,no,29.9194
cd8_t_cell,no,31.6660
cd8_t_cell,no,22.6310
cd8_t_cell,no,21.3589
cd8_t_cell,no,19.0197
cd8_t_cell,no,32.2647
cd8_t_cell,no,23.4988
cd8_t_cell,no,22.4077
cd8_t_cell,no,27.7374
cd8_t_cell,no,28.3393
cd8_t_cell,no,31.1872
cd8_t_cell,no,23.7076
cd8_t_cell,no,25.9574
cd8_t_cell,no,26.6406
cd8_t_cell,no,23.3041
cd8_t_cell,no,26.0209
cd8_t_cell,no,20.3871
cd8_t_cell,no,26.4326
cd8_t_cell,no,24.4672
cd8_t_cell,no,21.7836
cd8_t_cell,no,20.2192
cd8_t_cell,no,21.8338
cd8_t_cell,no,34.0588
cd8_t_cell,no,26.4919
cd8_t_cell,no,22.4185
cd8_t_cell,no,17.9061
cd8_t_cell,no,11.1667
cd8_t_cell,no,26.7080
cd8_t_cell,no,24.6031
cd8_t_cell,no,21.6043
cd8_t_cell,no,25.6471
cd8_t_cell,no,21.2371
cd8_t_cell,no,29.0915
cd8_t_cell,no,22.2610
cd8_t_cell,no,30.2551
cd8_t_cell,no,24.3867
cd8_t_cell,no,24.8094
cd8_t_cell,no,24.2083
cd8_t_cell,no,28.6439
cd8_t_cell,no,23.4491
cd8_t_cell,no,24.3771
cd8_t_cell,no,23.1650
cd8_t_cell,no,27.3558
cd8_t_cell,no,17.6358
cd8_t_cell,no,17.6000
cd8_t_cell,no,29.0047
cd8_t_cell,no,22.9677
cd8_t_cell,no,26.7656
cd8_t_cell,no,27.4001
cd8_t_cell,no,28.3240
cd8_t_cell,no,21.6157
cd8_t_cell,no,29.8482
cd8_t_cell,no,23.2464
cd8_t_cell,no,29.0690
cd8_t_cell,no,25.0217
cd8_t_cell,no,20.6702
cd8_t_cell,no,22.8057
cd8_t_cell,no,20.4481
cd8_t_cell,no,20.3225
cd8_t_cell,no,24.7755
cd8_t_cell,no,29.6513
cd8_t_cell,no,24.9299
cd8_t_cell,no,31.2414
cd8_t_cell,no,25.1250
cd8_t_cell,no,28.6530
cd8_t_cell,no,27.4252
cd8_t_cell,no,27.8999
cd8_t_cell,no,19.9701
cd8_t_cell,no,27.4390
cd8_t_cell,no,29.5136
cd8_t_cell,no,25.2661
cd8_t_cell,no,25.3098
cd8_t_cell,no,21.2950
cd8_t_cell,no,31.1224
cd8_t_cell,no,27.1856
cd8_t_cell,no,17.7420
cd8_t_cell,no,34.1711
cd8_t_cell,no,30.2960
cd8_t_cell,no,18.2422
cd8_t_cell,no,29.0683
cd8_t_cell,no,24.7213
cd8_t_cell,no,31.7231
cd8_t_cell,no,22.3780
cd8_t_cell,no,22.8943
cd8_t_cell,no,15.2386
cd8_t_cell,no,25.5476
cd8_t_cell,no,21.6238
cd8_t_cell,no,22.8935
cd8_t_cell,no,35.7578
cd8_t_cell,no,38.0565
cd8_t_cell,no,24.4939
cd8_t_cell,no,38.0335
cd8_t_cell,no,22.9312
cd8_t_cell,no,21.4217
cd8_t_cell,no,25.1114
cd8_t_cell,no,18.5262
cd8_t_cell,no,17.7438
cd8_t_cell,no,22.9497
cd8_t_cell,no,19.8150
cd8_t_cell,no,22.7131
cd8_t_cell,no,24.7286
cd8_t_cell,no,30.9899
cd8_t_cell,no,19.3196
cd8_t_cell,no,22.0542
cd8_t_cell,no,18.5529
cd8_t_cell,no,33.0031
cd8_t_cell,no,23.7009
cd8_t_cell,no,35.6610
cd8_t_cell,no,20.7074
cd8_t_cell,no,30.4979
cd8_t_cell,no,33.3153
cd8_t_cell,no,23.7949
cd8_t_cell,no,22.0425
cd8_t_cell,no,27.5814
cd8_t_cell,no,20.5502
cd8_t_cell,no,33.1608
cd8_t_cell,no,27.2727
cd8_t_cell,no,31.0732
cd8_t_cell,no,17.6222
cd8_t_cell,no,23.0200
cd8_t_cell,no,22.8629
cd8_t_cell,no,33.5933
cd8_t_cell,no,21.8086
cd8_t_cell,no,26.2892
cd8_t_cell,no,22.3933
cd8_t_cell,no,21.5239
cd8_t_cell,no,30.2793
cd8_t_cell,no,28.0995
cd8_t_cell,no,27.9265
cd8_t_cell,no,19.3003
cd8_t_cell,no,24.6570
cd8_t_cell,no,19.3614
cd8_t_cell,no,30.5461
cd8_t_cell,no,26.0072
cd8_t_cell,no,30.0233
cd8_t_cell,no,29.9268
cd8_t_cell,no,21.5518
cd8_t_cell,no,19.1273
cd8_t_cell,no,23.9219
cd8_t_cell,no,22.9434
cd8_t_cell,no,27.0935
cd8_t_cell,no,29.7141
cd8_t_cell,no,21.5379
cd8_t_cell,no,27.0629
cd8_t_cell,no,28.9216
cd8_t_cell,no,25.1654
cd8_t_cell,no,22.4321
cd8_t_cell,no,24.9394
cd8_t_cell,no,18.2543
cd8_t_cell,no,20.6891
cd8_t_cell,no,28.5328
cd8_t_cell,no,31.4282
cd8_t_cell,no,23.8813
cd8_t_cell,no,29.7946
cd8_t_cell,no,20.4047
cd8_t_cell,no,23.7226
cd8_t_cell,no,24.4381
cd8_t_cell,no,24.7037
cd8_t_cell,no,19.4286
cd8_t_cell,no,26.7734
cd8_t_cell,no,29.0394
cd8_t_cell,no,22.3654
cd8_t_cell,no,31.2776
cd8_t_cell,no,28.6294
cd8_t_cell,no,22.3879
cd8_t_cell,no,23.0279
cd8_t_cell,no,27.6407
cd8_t_cell,no,24.2347
cd8_t_cell,no,18.2812
cd8_t_cell,no,21.5986
cd8_t_cell,no,34.1335
cd8_t_cell,no,25.9049
cd8_t_cell,no,23.0072
cd8_t_cell,no,24.6916
cd8_t_cell,no,28.4556
cd8_t_cell,no,22.5115
cd8_t_cell,no,24.4280
cd8_t_cell,no,20.6824
cd8_t_cell,no,28.4623
cd8_t_cell,no,26.9013
cd8_t_cell,no,20.7849
cd8_t_cell,no,19.8659
cd8_t_cell,no,25.9584
cd8_t_cell,no,18.3494
cd8_t_cell,no,35.3164
cd8_t_cell,no,25.9544
cd8_t_cell,no,27.6920
cd8_t_cell,no,34.2433
cd8_t_cell,no,23.0595
cd8_t_cell,no,28.5833
cd8_t_cell,no,32.4950
cd8_t_cell,no,15.5977
cd8_t_cell,no,30.7803
cd8_t_cell,no,19.2583
cd8_t_cell,no,26.3162
cd8_t_cell,no,27.5770
cd8_t_cell,no,20.0473
cd8_t_cell,no,23.1805
cd8_t_cell,no,21.0780
cd8_t_cell,no,32.6864
cd8_t_cell,no,31.7822
cd8_t_cell,no,27.7793
cd8_t_cell,no,21.9685
cd8_t_cell,no,29.0997
cd8_t_cell,no,20.5704
cd8_t_cell,no,19.5363
cd8_t_cell,no,34.3318
cd8_t_cell,no,28.7323
cd8_t_cell,no,20.6382
cd8_t_cell,no,24.8124
cd8_t_cell,no,25.0614
cd8_t_cell,no,19.0665
cd8_t_cell,no,26.5766
cd8_t_cell,no,23.1714
cd8_t_cell,no,26.4044
cd8_t_cell,no,27.4061
cd8_t_cell,no,27.2349
cd8_t_cell,no,31.1790
cd8_t_cell,no,30.0870
cd8_t_cell,no,18.3973
cd8_t_cell,no,26.1184
cd8_t_cell,no,18.3676
cd8_t_cell,no,33.1493
cd8_t_cell,no,23.1012
cd8_t_cell,no,18.7570
cd8_t_cell,no,22.9469
cd8_t_cell,no,23.0851
cd8_t_cell,no,23.1751
cd8_t_cell,no,17.8245
cd8_t_cell,no,20.6596
cd8_t_cell,no,20.0408
cd8_t_cell,no,25.2768
cd8_t_cell,no,16.3196
cd8_t_cell,no,20.1070
cd8_t_cell,no,24.4397
cd8_t_cell,no,24.8772
cd8_t_cell,no,26.1420
cd8_t_cell,no,26.2288
cd8_t_cell,no,25.6909
cd8_t_cell,no,21.2592
cd8_t_cell,no,23.9209
cd8_t_cell,no,33.7672
cd8_t_cell,no,23.3254
cd8_t_cell,no,15.6287
cd8_t_cell,no,20.7120
cd8_t_cell,no,29.3403
cd8_t_cell,no,26.9219
cd8_t_cell,no,22.2695
cd8_t_cell,no,22.8806
cd8_t_cell,no,19.8394
cd8_t_cell,no,30.2531
cd8_t_cell,no,29.9217
cd8_t_cell,no,29.1485
cd8_t_cell,no,24.2433
cd8_t_cell,no,22.5786
cd8_t_cell,no,20.1807
cd8_t_cell,no,24.3624
cd8_t_cell,no,28.5790
cd8_t_cell,no,26.1359
cd8_t_cell,no,20.1094
cd8_t_cell,no,23.1069
cd8_t_cell,no,26.5941
cd8_t_cell,no,19.8676
cd8_t_cell,no,23.1854
cd8_t_cell,no,20.5359
cd8_t_cell,no,35.7156
cd8_t_cell,no,25.4533
cd8_t_cell,no,20.6551
cd8_t_cell,no,15.6419
cd8_t_cell,no,30.9651
cd8_t_cell,no,26.8865
cd8_t_cell,no,22.7309
cd8_t_cell,no,21.3852
cd8_t_cell,no,17.9428
cd8_t_cell,no,20.5088
cd8_t_cell,no,26.3563
cd8_t_cell,no,20.9057
cd8_t_cell,no,28.6797
cd8_t_cell,no,23.3946
cd8_t_cell,no,31.3132
cd8_t_cell,no,26.1401
cd8_t_cell,no,36.8960
cd8_t_cell,no,20.1884
cd8_t_cell,no,25.5865
cd8_t_cell,no,22.9864
cd8_t_cell,no,29.1167
cd8_t_cell,no,21.7555
cd8_t_cell,no,20.7497
cd8_t_cell,no,23.5143
cd8_t_cell,no,26.0730
cd8_t_cell,no,29.6637
cd8_t_cell,no,24.8904
cd8_t_cell,no,15.9267
cd8_t_cell,no,27.9614
cd8_t_cell,no,27.2238
cd8_t_cell,no,33.0746
cd8_t_cell,no,27.9476
cd8_t_cell,no,22.4808
cd8_t_cell,no,25.2908
cd8_t_cell,no,24.3622
cd8_t_cell,no,18.2913
cd8_t_cell,no,27.0016
cd8_t_cell,no,18.0652
cd8_t_cell,no,28.5863
cd8_t_cell,no,24.0539
cd8_t_cell,no,25.2972
cd8_t_cell,no,29.3785
cd8_t_cell,no,24.9381
cd8_t_cell,no,23.9129
cd8_t_cell,no,30.1208
cd8_t_cell,no,16.2171
cd8_t_cell,no,15.6264
cd8_t_cell,no,22.7371
cd8_t_cell,no,21.0730
cd8_t_cell,no,22.2138
cd8_t_cell,no,25.9997
cd8_t_cell,no,20.5842
cd8_t_cell,no,23.3960
cd8_t_cell,no,22.9623
cd8_t_cell,no,27.5027
cd8_t_cell,no,23.7830
cd8_t_cell,no,36.7731
cd8_t_cell,no,23.4209
cd8_t_cell,no,27.7656
cd8_t_cell,no,21.9338
cd8_t_cell,no,28.5686
cd8_t_cell,no,25.2065
cd8_t_cell,no,20.1678
cd8_t_cell,no,30.3119
cd8_t_cell,no,24.0026
cd8_t_cell,no,27.5846
cd8_t_cell,no,15.8728
cd8_t_cell,no,30.6964
cd8_t_cell,no,18.3288
cd8_t_cell,no,26.9504
cd8_t_cell,no,24.8406
cd8_t_cell,no,21.5384
cd8_t_cell,no,22.8043
cd8_t_cell,no,14.0089
cd8_t_cell,no,24.1743
cd8_t_cell,no,29.4215
cd8_t_cell,no,22.8010
cd8_t_cell,no,20.7426
cd8_t_cell,no,34.0339
cd8_t_cell,no,23.3775
cd8_t_cell,no,26.1365
cd8_t_cell,no,22.3010
cd8_t_cell,no,26.9351
cd8_t_cell,no,19.6261
cd8_t_cell,no,19.3306
cd8_t_cell,no,19.3566
cd8_t_cell,no,31.9455
cd8_t_cell,no,29.8148
cd8_t_cell,no,29.1018
cd8_t_cell,no,22.7014
cd8_t_cell,no,36.6623
cd8_t_cell,no,17.7182
cd8_t_cell,no,20.3456
cd8_t_cell,no,22.0925
cd8_t_cell,no,23.2873
cd8_t_cell,no,16.6356
cd8_t_cell,no,19.4037
cd8_t_cell,no,20.9596
cd8_t_cell,no,31.0891
cd8_t_cell,no,21.4513
cd8_t_cell,no,25.5077
cd8_t_cell,no,26.8258
cd8_t_cell,no,29.6544
cd8_t_cell,no,30.5952
cd8_t_cell,no,31.5916
cd8_t_cell,no,32.1201
cd8_t_cell,no,23.4674
cd8_t_cell,no,27.6820
cd8_t_cell,no,21.2187
cd8_t_cell,no,25.1654
cd8_t_cell,no,24.1535
cd8_t_cell,no,21.9120
cd8_t_cell,no,24.2206
cd8_t_cell,no,24.3513
cd8_t_cell,no,29.5259
cd8_t_cell,no,24.8731
cd8_t_cell,no,28.8055
cd8_t_cell,no,21.9773
cd8_t_cell,no,33.9260
cd8_t_cell,no,31.0823
cd8_t_cell,no,34.1445
cd8_t_cell,no,27.7261
cd8_t_cell,no,24.0304
cd8_t_cell,no,24.7072
cd8_t_cell,no,29.6410
cd8_t_cell,no,26.6736
cd8_t_cell,no,19.9083
cd8_t_cell,no,20.5903
cd8_t_cell,no,31.7224
cd8_t_cell,no,26.6847
cd8_t_cell,no,30.3624
cd8_t_cell,no,25.8729
cd8_t_cell,no,25.3355
cd8_t_cell,no,25.0003
cd8_t_cell,no,23.1965
cd8_t_cell,no,25.5031
cd8_t_cell,no,19.7396
cd8_t_cell,no,30.1884
cd8_t_cell,no,26.5905
cd8_t_cell,no,20.8649
cd8_t_cell,no,22.5335
cd8_t_cell,no,24.7146
cd8_t_cell,no,18.9294
cd8_t_cell,no,23.5217
cd8_t_cell,no,29.8131
cd8_t_cell,no,31.3356
cd8_t_cell,no,24.2841
cd8_t_cell,no,30.2689
cd8_t_cell,no,26.3560
cd8_t_cell,no,17.2367
cd8_t_cell,no,30.1326
cd8_t_cell,no,21.3627
cd8_t_cell,no,21.3938
cd8_t_cell,no,23.9709
cd8_t_cell,no,21.0895
cd8_t_cell,no,15.3330
cd8_t_cell,no,21.5943
cd8_t_cell,no,23.6355
cd8_t_cell,no,30.1467
cd8_t_cell,no,29.8379
cd8_t_cell,no,28.3110
cd8_t_cell,no,21.1764
cd8_t_cell,no,21.8122
cd8_t_cell,no,23.9632
cd8_t_cell,no,18.1527
cd8_t_cell,no,20.0448
cd8_t_cell,no,22.7406
cd8_t_cell,no,21.0455
cd8_t_cell,no,26.0121
cd8_t_cell,no,26.4212
cd8_t_cell,no,23.1191
cd8_t_cell,no,21.6624
cd8_t_cell,no,25.9121
cd8_t_cell,no,16.7463
cd8_t_cell,no,21.9364
cd8_t_cell,no,24.9192
cd8_t_cell,no,25.9531
cd8_t_cell,no,28.6560
cd8_t_cell,no,29.9469
cd8_t_cell,no,21.2760
cd8_t_cell,no,31.6358
cd8_t_cell,no,18.6728
cd8_t_cell,no,31.8848
cd8_t_cell,no,26.2679
cd8_t_cell,no,23.9475
cd8_t_cell,no,28.2224
cd8_t_cell,no,16.8503
cd8_t_cell,no,32.9143
cd8_t_cell,no,29.1546
cd8_t_cell,no,25.4899
cd8_t_cell,no,21.4419
cd8_t_cell,no,24.3348
cd8_t_cell,no,20.6709
cd8_t_cell,no,23.6215
cd8_t_cell,no,27.2560
cd8_t_cell,no,20.6614
cd8_t_cell,no,25.9201
cd8_t_cell,no,27.4822
cd8_t_cell,no,22.4124
cd8_t_cell,no,33.9470
cd8_t_cell,no,19.0285
cd8_t_cell,no,25.7188
cd8_t_cell,no,25.6989
cd8_t_cell,no,23.9461
cd8_t_cell,no,36.0121
cd8_t_cell,no,31.8586
cd8_t_cell,no,32.1978
cd8_t_cell,no,21.3924
cd8_t_cell,no,25.1807
cd8_t_cell,no,24.5497
cd8_t_cell,no,22.6144
cd8_t_cell,no,26.2058
cd8_t_cell,no,27.8458
cd8_t_cell,no,31.1500
cd8_t_cell,no,30.2938
cd8_t_cell,no,21.3801
cd8_t_cell,no,24.8183
cd8_t_cell,no,26.6691
cd8_t_cell,no,24.0364
cd8_t_cell,no,28.2926
cd8_t_cell,no,23.8301
cd8_t_cell,no,19.0425
cd8_t_cell,no,24.8209
cd8_t_cell,no,22.8226
cd8_t_cell,no,22.5772
cd8_t_cell,no,25.2896
cd8_t_cell,no,26.8059
cd8_t_cell,no,18.3433
cd8_t_cell,no,24.4040
cd8_t_cell,no,21.8193
cd8_t_cell,no,21.5412
cd8_t_cell,no,23.8431
cd8_t_cell,no,15.7702
cd8_t_cell,no,19.8932
cd8_t_cell,no,15.5671
cd8_t_cell,no,20.4199
cd8_t_cell,no,19.1814
cd8_t_cell,no,21.0719
cd8_t_cell,no,29.8340
cd8_t_cell,no,18.7653
cd8_t_cell,no,28.7486
cd8_t_cell,no,21.9718
cd8_t_cell,no,27.4873
cd8_t_cell,no,20.0544
cd8_t_cell,no,25.0464
cd8_t_cell,no,26.7226
cd8_t_cell,no,21.3181
cd8_t_cell,no,22.8764
cd8_t_cell,no,23.4926
cd8_t_cell,no,24.3149
cd8_t_cell,no,22.9590
cd8_t_cell,no,23.3956
cd8_t_cell,no,24.5145
cd8_t_cell,no,22.4384
cd8_t_cell,no,24.5645
cd8_t_cell,no,30.4766
cd8_t_cell,no,24.1728
cd8_t_cell,no,24.4197
cd8_t_cell,no,29.5566
cd8_t_cell,no,18.7828
cd8_t_cell,no,27.4385
cd8_t_cell,no,30.6122
cd8_t_cell,no,29.5214
cd8_t_cell,no,32.1988
cd8_t_cell,no,22.5551
cd8_t_cell,no,22.9620
cd8_t_cell,no,25.7447
cd8_t_cell,no,23.4621
cd8_t_cell,no,24.2600
cd8_t_cell,no,29.9686
cd8_t_cell,no,16.8582
cd8_t_cell,no,27.0001
cd8_t_cell,no,26.2211
cd8_t_cell,no,28.3114
cd8_t_cell,no,24.3493
cd8_t_cell,no,28.5917
cd8_t_cell,no,22.1551
cd8_t_cell,no,31.7206
cd8_t_cell,no,25.4709
cd8_t_cell,no,23.5977
cd8_t_cell,no,31.6208
cd8_t_cell,no,18.8729
cd8_t_cell,no,18.9190
cd8_t_cell,no,25.7093
cd8_t_cell,no,23.5864
cd8_t_cell,no,16.7118
cd8_t_cell,no,32.0636
cd8_t_cell,no,24.0191
cd8_t_cell,no,28.2822
cd8_t_cell,no,23.8345
cd8_t_cell,no,16.6286
cd8_t_cell,no,27.7136
cd8_t_cell,no,20.7877
cd8_t_cell,no,29.9536
cd8_t_cell,no,26.0673
cd8_t_cell,no,30.1643
cd8_t_cell,no,24.8065
cd8_t_cell,no,37.7978
cd8_t_cell,no,26.9313
cd8_t_cell,no,28.7006
cd8_t_cell,no,24.4119
cd8_t_cell,no,24.1809
cd8_t_cell,no,23.3418
cd8_t_cell,no,23.4558
cd8_t_cell,no,20.0788
cd8_t_cell,no,21.8125
cd8_t_cell,no,29.4479
cd8_t_cell,no,28.2177
cd8_t_cell,no,28.1522
cd8_t_cell,no,32.1350
cd8_t_cell,no,26.2937
cd8_t_cell,no,20.6471
cd8_t_cell,no,29.2625
cd8_t_cell,no,25.3866
cd8_t_cell,no,32.5365
cd8_t_cell,no,26.0259
cd8_t_cell,no,23.6327
cd8_t_cell,no,31.0731
cd8_t_cell,no,22.1323
cd8_t_cell,no,21.6781
cd8_t_cell,no,31.6316
cd8_t_cell,no,27.6678
cd8_t_cell,no,28.1490
cd8_t_cell,no,32.2738
cd8_t_cell,no,28.1230
cd8_t_cell,no,19.0505
cd8_t_cell,no,27.8735
cd8_t_cell,no,25.9965
cd8_t_cell,no,25.7569
cd8_t_cell,no,22.4214
cd8_t_cell,no,22.6800
cd8_t_cell,no,36.8616
cd8_t_cell,no,29.0940
cd8_t_cell,no,15.5455
cd8_t_cell,no,26.2999
cd8_t_cell,no,25.8308
cd8_t_cell,no,23.2296
cd8_t_cell,no,34.6322
cd8_t_cell,no,22.8889
cd8_t_cell,no,21.6868
cd8_t_cell,no,26.6520
cd8_t_cell,no,25.5419
cd8_t_cell,no,28.1832
cd8_t_cell,no,26.6438
cd8_t_cell,no,27.3962
cd8_t_cell,no,36.2817
cd8_t_cell,no,24.9042
cd8_t_cell,no,24.4976
cd8_t_cell,no,19.2897
cd8_t_cell,no,20.1555
cd8_t_cell,no,24.0477
cd8_t_cell,no,33.5557
cd8_t_cell,no,22.1783
cd8_t_cell,no,16.7515
cd8_t_cell,no,23.2867
cd8_t_cell,no,29.9357
cd8_t_cell,no,18.4795
cd8_t_cell,no,21.8507
cd8_t_cell,no,30.5925
cd8_t_cell,no,27.0018
cd8_t_cell,no,20.6861
cd8_t_cell,no,24.2236
cd8_t_cell,no,26.3723
cd8_t_cell,no,24.7920
cd8_t_cell,no,24.6010
cd8_t_cell,no,28.4618
cd8_t_cell,no,24.8570
cd8_t_cell,no,33.7747
cd8_t_cell,no,27.1994
cd8_t_cell,no,25.4978
cd8_t_cell,no,24.2394
cd8_t_cell,no,21.1498
cd8_t_cell,no,20.9096
cd8_t_cell,no,29.6888
cd8_t_cell,no,24.2062
cd8_t_cell,no,23.1959
cd8_t_cell,no,24.6282
cd8_t_cell,no,25.9066
cd8_t_cell,no,23.0748
cd8_t_cell,no,25.7289
cd8_t_cell,no,29.3278
cd8_t_cell,no,24.9580
cd8_t_cell,no,27.6217
cd8_t_cell,no,22.1291
cd8_t_cell,no,24.2840
cd8_t_cell,no,21.6770
cd8_t_cell,no,23.4456
cd8_t_cell,no,18.2957
cd8_t_cell,no,26.7995
cd8_t_cell,no,25.9082
cd8_t_cell,no,25.5281
cd8_t_cell,no,21.6656
cd8_t_cell,no,25.7307
cd8_t_cell,no,25.4596
cd8_t_cell,no,19.7518
cd8_t_cell,no,24.0623
cd8_t_cell,no,25.2914
cd8_t_cell,no,18.1689
cd8_t_cell,no,31.7594
cd8_t_cell,no,21.8705
cd8_t_cell,no,27.4428
cd8_t_cell,no,31.4839
cd8_t_cell,no,21.9812
cd8_t_cell,no,19.8098
cd8_t_cell,no,16.4198
cd8_t_cell,no,22.1739
cd8_t_cell,no,23.9004
cd8_t_cell,no,26.7305
cd8_t_cell,no,20.9918
cd8_t_cell,no,30.6044
cd8_t_cell,no,24.7727
cd8_t_cell,no,25.6124
cd8_t_cell,no,22.1427
cd8_t_cell,no,26.2296
cd8_t_cell,no,33.1539
cd8_t_cell,no,20.0934
cd8_t_cell,no,20.3079
cd8_t_cell,no,34.7071
cd8_t_cell,no,24.0831
cd8_t_cell,no,20.2688
cd8_t_cell,no,31.9059
cd8_t_cell,no,22.9657
cd8_t_cell,no,21.8900
cd8_t_cell,no,26.0939
cd8_t_cell,no,25.3129
cd8_t_cell,no,20.9239
cd8_t_cell,no,22.8907
cd8_t_cell,no,21.0081
cd8_t_cell,no,27.1100
cd8_t_cell,no,22.6516
cd8_t_cell,no,29.9076
cd8_t_cell,no,22.6783
cd8_t_cell,no,27.5347
cd8_t_cell,no,12.0418
cd8_t_cell,no,27.3282
cd8_t_cell,no,24.6896
cd8_t_cell,no,28.2812
cd8_t_cell,no,23.2791
cd8_t_cell,no,23.4689
cd8_t_cell,no,21.5785
cd8_t_cell,no,18.7681
cd8_t_cell,no,26.1362
cd8_t_cell,no,24.2876
cd8_t_cell,no,33.4737
cd8_t_cell,no,21.8868
cd8_t_cell,no,21.9336
cd8_t_cell,no,20.8442
cd8_t_cell,no,29.2224
cd8_t_cell,no,24.7476
cd8_t_cell,no,23.1513
cd8_t_cell,no,24.1375
cd8_t_cell,no,25.6213
cd8_t_cell,no,26.9550
cd8_t_cell,no,29.9325
cd8_t_cell,no,22.0200
cd8_t_cell,no,23.1549
cd8_t_cell,no,24.2421
cd8_t_cell,no,22.8453
cd8_t_cell,no,25.7301
cd8_t_cell,no,20.9195
cd8_t_cell,no,21.1863
cd8_t_cell,no,20.9802
cd8_t_cell,no,24.5581
cd8_t_cell,no,16.3174
cd8_t_cell,no,24.7511
cd8_t_cell,no,27.0066
cd8_t_cell,no,22.9550
cd8_t_cell,no,31.8796
cd8_t_cell,no,30.6104
cd8_t_cell,no,24.8737
cd8_t_cell,no,21.1889
cd8_t_cell,no,16.5755
cd8_t_cell,no,30.9792
cd8_t_cell,no,27.1322
cd8_t_cell,no,25.7660
cd8_t_cell,no,22.6136
cd8_t_cell,no,30.0400
cd8_t_cell,no,24.9856
cd8_t_cell,no,26.4174
cd8_t_cell,no,23.2825
cd8_t_cell,no,31.5737
cd8_t_cell,no,21.5895
cd8_t_cell,no,26.2579
cd8_t_cell,no,27.5914
cd8_t_cell,no,28.8391
cd8_t_cell,no,20.8754
cd8_t_cell,no,21.2576
cd8_t_cell,no,26.8692
cd8_t_cell,no,22.7827
cd8_t_cell,no,23.7788
cd8_t_cell,no,22.0957
cd8_t_cell,no,28.8881
cd8_t_cell,no,18.3070
cd8_t_cell,no,21.9571
cd8_t_cell,no,24.1638
cd8_t_cell,no,21.8138
cd8_t_cell,no,24.2389
cd8_t_cell,no,28.6102
cd8_t_cell,no,21.9213
cd8_t_cell,no,24.7853
cd8_t_cell,no,32.5006
cd8_t_cell,no,21.2016
cd8_t_cell,no,19.7819
cd8_t_cell,no,29.6855
cd8_t_cell,no,30.6289
cd8_t_cell,no,30.2417
cd8_t_cell,no,29.9677
cd8_t_cell,no,29.1110
cd8_t_cell,no,25.0441
cd8_t_cell,no,23.5434
cd8_t_cell,no,22.9455
cd8_t_cell,no,29.9261
cd8_t_cell,no,31.1745
cd8_t_cell,no,20.6176
cd8_t_cell,no,24.5698
cd8_t_cell,no,21.6660
cd8_t_cell,no,24.9588
cd8_t_cell,no,26.5080
cd8_t_cell,no,30.6807
cd8_t_cell,no,22.1386
cd8_t_cell,no,21.3251
cd8_t_cell,no,28.0306
cd8_t_cell,no,18.4896
cd8_t_cell,no,23.5145
cd8_t_cell,no,25.6665
cd8_t_cell,no,27.9311
cd8_t_cell,no,26.5653
cd8_t_cell,no,25.4421
cd8_t_cell,no,37.4615
cd8_t_cell,no,32.3949
cd8_t_cell,no,24.2548
cd8_t_cell,no,28.2562
cd8_t_cell,no,28.8430
cd8_t_cell,no,24.5643
cd8_t_cell,no,25.7997
cd8_t_cell,no,27.2806
cd8_t_cell,no,27.9854
cd8_t_cell,no,19.6769
cd8_t_cell,no,19.7001
cd8_t_cell,no,17.5721
cd8_t_cell,no,21.4564
cd8_t_cell,no,23.9618
cd8_t_cell,no,31.1677
cd8_t_cell,no,29.6066
cd8_t_cell,no,27.5051
cd8_t_cell,no,30.9589
cd8_t_cell,no,22.0942
cd8_t_cell,no,24.6027
cd8_t_cell,no,23.7423
cd8_t_cell,no,24.0371
cd8_t_cell,no,24.1590
cd8_t_cell,no,25.3763
cd8_t_cell,no,15.7592
cd8_t_cell,no,22.4354
cd8_t_cell,no,34.7327
cd8_t_cell,no,15.6503
cd8_t_cell,no,31.8845
cd8_t_cell,no,17.9103
cd8_t_cell,no,13.7077
cd8_t_cell,no,23.2959
cd8_t_cell,no,20.8067
cd8_t_cell,no,27.0860
cd8_t_cell,no,30.9274
cd8_t_cell,no,24.6679
cd8_t_cell,no,24.0759
cd8_t_cell,no,19.9752
cd8_t_cell,no,25.8616
cd8_t_cell,no,22.6310
cd8_t_cell,no,24.6940
